"","DCIS.15T","DCIS.166T","DCIS.178T","DCIS.17T","DCIS.18T","DCIS.274T","DCIS.280T","DCIS.307T","DCIS.320T","DCIS.322T","DCIS.336T","IDC.127T","IDC.180T.HER2.","IDC.192T.HER2.","IDC.229T.HER2.","IDC.249T.TN","IDC.251T.TN","IDC.255T.TN","IDC.340T.TN","IDC.97T","IDC.242T","IDC.256T","N113OT","N113ST","N166OT","N166ST","N169OT","N169ST","N170OT","N170ST","N215OT","N215ST","N250OT","N250ST","N253OT","N253ST","N256ST.BRCA1","N261ST.BRCA1","N335ST.BRCA2","N352ST.BRCA1","N353ST.BRCA2"
"SNORD63",0,0,1,0,0,7,85,0,0,0,0,0,4,252,75,0,0,0,0,0,1,0,0,5,0,0,4,1,0,25,0,0,5,3,600,7,0,30,930,9,3
"SNORD64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORD65",0,0,0,21,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,2
"SNORD66",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,1,0,0
"SNORD67",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
"SNORD68",0,0,18,0,0,0,7,0,0,3,0,0,0,4,3,0,0,0,0,3,1,0,1,0,0,0,4,0,0,0,0,0,0,12,5,10,0,1,1,26,2
"SNORD69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"SNORD7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"SNORD70",0,0,0,0,0,0,0,0,0,0,0,0,0,72,35,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,6,57,0,1
"SNORD71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORD72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"SNORD73A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORD74",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"SNORD75",0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,10
"SNORD76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,1,3,0,0,0
"SNORD77",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
"SNORD78",0,1,0,0,0,0,0,0,5,0,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,425,44,1,0
"SNORD79",0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,54,18,6
"SNORD8",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORD80",0,4,0,0,0,27,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,2,0,1,8,97,6,3
"SNORD81",0,0,0,0,0,1,5,0,0,0,6,0,0,5,6,0,0,0,0,0,0,0,20,8,0,0,0,0,0,0,0,0,0,0,34,0,3,269,110,0,23
"SNORD82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0
"SNORD83A",5,0,4,0,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,1,3,15,0,0
"SNORD83B",0,0,1,0,0,0,25,0,2,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0
"SNORD84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORD86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORD87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
"SNORD88A",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORD88B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORD88C",2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,1,0,0,0,0,0,1,0,0
"SNORD89",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0
"SNORD9",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"SNORD90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORD91A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORD91B",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORD92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORD93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SNORD94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SNORD95",0,0,0,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"SNORD96A",0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
"SNORD96B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SNORD97",0,0,0,0,0,0,0,0,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0
"SNORD98",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORD99",0,0,0,0,0,460,0,6,0,4,0,0,1,12,11,2,0,0,0,0,0,0,0,0,91,1,0,1,0,217,0,0,0,3,0,25,9,10,1,32,9
"SNPH",143,2344,41,61,477,1,3,1,1,0,0,96,0,1,0,0,0,0,0,23,601,414,34,283,22,52,15,19,49,14,20,1,11,4,5,9,0,7,159,1,3
"SNRK",10,4,6,4,3,2,94,82,0,100,0,17,80,308,115,0,15,0,0,49,8,3,3,1,106,2,17,36,115,42,109,6,1,10,1689,173,309,206,150,50,276
"SNRK-AS1",1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,408,0,4,0,0,2,2
"SNRNP200",73,137,48,212,219,320,10871,4054,36199,2690,8831,66,40,136,163,4,27,4,83,19,6,51,316,4668,37,295,4962,88,695,111,110,125,65,1533,146,56,492,460,13890,1399,461
"SNRNP25",51,10,2,21,761,0,1410,0,0,0,7,1,1,4,1,2,0,0,0,1,2,0,12,13,702,1,2,2,3,1,0,0,1,1,2,1,3478,0,0,54,2
"SNRNP27",4,9,5,273,4,0,17,0,0,113,0,1,17,54,26,0,1,0,0,1,2,0,376,1,0,2,0,4,22,1,1,2,5,10,1,33,2,4,6,1,84
"SNRNP35",25,3,1,5,19,0,0,0,0,0,0,0,1,7,3,0,0,0,0,1,3,0,5,4,1,2,2,22,19,4,30,1,0,3,40,1,1,12,4,3,4
"SNRNP40",1,0,1,17,0,142,0,0,0,0,2,8,23,24,15,1,0,0,58,0,3,1,5,0,19,1,0,1,5,0,0,0,0,0,1,14,116,11,11,0,38
"SNRNP48",14,5,3,2,1,8,30,5106,3,0,0,3,0,4,22,0,0,0,0,1,23,0,5,2,65,0,15,17,20,309,0,0,1,2,1,4,28,46,226,16,104
"SNRNP70",15,219,224,427,226,10,65,71,20,66,17,598,6,30,21,29,39,0,0,1143,97,389,304,963,639,172,46,83,82,41,65,30,8,17,104,129,30,174,1851,401,74
"SNRPA",10,0,3,836,12,196,17,1,0,0,0,5,0,15,16,5,0,0,0,21,62,3,1,2,6,2,2,7,25,7,9,1,3,80,4557,11,6,32,2,2083,40
"SNRPA1",0,1,0,3,93,2,50,0,0,2,72,1,14,8,16,0,0,0,0,0,1,0,1,0,2,11,91,1,24,0,0,0,0,48,2,4,4,124,49,37,50
"SNRPB",307,164,157,4713,14,694,10639,1,49518,14,5,3,43,128,45,72,9,0,207,1,47,16,14,9,0,0,7,2,0,100,33,0,119,523,4,13,97,139,573,66,132
"SNRPB2",0,3,1,0,1,41,18,3,0,1,17,9,46,46,97,6,0,16,10,0,2,0,7,0,0,0,6,11,16,1,0,0,2,15,2,3,214,665,53,26,87
"SNRPC",5,2,1,30,0,0,215,0,1,0,2,0,19,24,27,0,0,1,0,0,6,5,5,1,5,1,70,25,0,932,2,0,286,100,45,8,1,3,4,8,21
"SNRPD1",4,5,0,0,2,2,1,0,0,2,0,3,29,53,23,0,4,0,0,0,0,0,1,0,2,0,1,0,0,5,1,0,1,7,22,0,0,0,29,6,51
"SNRPD2",35,50,28,24,74,3074,494,0,3,0,315,42,7,228,866,27,0,0,0,2,1611,30,74,1,24,7,1,4,1,0,0,0,782,473,1,14,373,369,2386,739,91
"SNRPD2P2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNRPD3",3,1,1,4,38,41,106,0,0,2,1,2,37,131,61,0,30,0,1,1,0,15,0,2,15,0,1,1,3,0,3,0,195,241,1,3,163,60,235,14236,96
"SNRPE",1,4,1,0,0,9,0,1,0,0,39,0,62,60,44,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,5,0,2,12,8,6,9,61
"SNRPF",2,4,0,0,0,0,5,0,0,0,0,6,6,16,43,0,0,0,0,0,0,0,31,0,0,0,1,1,18,1,0,0,1,0,0,7,14,33,10,1,67
"SNRPG",212,14,268,0,73,1,68,0,0,0,1,597,28,83,75,0,0,0,0,6,7,79,3,52,77,2,20,427,171,543,0,8,0,15,1,3,593,63,1329,33,113
"SNRPN",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"SNTA1",19,149,37,53,35,772,231,0,0,0,0,32,0,6,6,0,0,0,0,2,1,27,70,8,23,17,25,26,8,2016,7,36,8,15,2,3,35,9,31,2,10
"SNTB1",74,154,148,25,144,0,0,0,0,1,0,87,15,17,15,0,1,0,0,8,140,1319,47,3,467,79,179,136,388,64,111,39,3,18,14,107,0,1,0,1,1
"SNTB2",16,37,26,147,309,121,165,29,16,3,2393,7,20,6,28,0,0,0,1,11,556,14,409,13,21,142,13,51,30,10,30,77,7,722,152,82,8,230,67,138,98
"SNTG1",333,9612,7734,26,15,1,4,0,1,0,4,278,0,0,0,1,1,0,0,6,12,35,3,7,46,93,16,71,27,12,139,2,58,68,10,178,1,1,0,0,0
"SNTG2",52,1,18,3,4,0,2,0,0,0,0,28,0,0,1,0,0,0,0,32,54,53,12,114,7,92,1,16,26,77,26,2,8,16,78,6,0,0,3,0,0
"SNTN",1,5,0,0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,18,0,0,8,0,0,0,0,101,0,0,0,3,0,0
"SNU13",26,31,10,25,75,146,1977,10,0,0,9,3,13,36,39,2,2,0,0,15,4,1,1270,2,21,2,16,4,0,5,0,1,604,100,0,58,4,50,199,1314,98
"SNUPN",46,0,4,157,109,0,45,0,0,0,0,3,1,0,6,0,0,0,0,1,1,1,3,1,1,6,14,3,270,1,2,10,1,90,1,0,0,4,2,3,59
"SNURF",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNW1",24,8,57,8,3,47,570,0,0,0,1,17,44,162,81,0,13,1,4,0,12,0,33,26,39,369,96,98,27,45,31,0,5,128,1,10,404,22,8,121,139
"SNX1",16,380,50,77,12,291,316,14,7,1,4,79,30,54,29,0,0,2,0,28,7,23,56,18,6,3,35,45,28,12,13,3,30,1,2,25,23,31,24,8,71
"SNX10",40,2,12,6,3,17,2,0,0,0,0,19,34,29,20,0,0,0,0,2,5,2,0,1,9,0,0,0,1,0,0,0,0,0,1,0,41,0,1,2,76
"SNX11",4,0,4,12,204,33,79,0,0,0,57,7,7,72,2,12,3,8,0,0,1,0,16,0,2,0,1,1,3,3,1,86,0,0,1,6,2,22,10,258,48
"SNX12",8,12,1,217,11,58,9,62,0,0,7,13,1,6,1,0,0,1,0,2,1,0,23,2,2,1,4,0,12,3,3,1,4,2,0,11,4,2,24,0,154
"SNX13",67,19,0,8,27,3,7,0,0,2,7,8,19,64,59,0,8,0,0,16,8,10,3,3,4,111,6,98,7,3,33,7,12,5,5,17,12,1844,40,3,103
"SNX14",53,4,10,23,27,0,425,1,0,36,1,50,167,140,102,0,67,0,0,43,33,3,109,9,3,4,95,25,264,6,81,4,1,15,0,50,16,78,47,36,151
"SNX15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNX16",22,30,47,15,30,0,0,0,0,0,3,28,17,22,2,0,0,0,0,8,2,0,11,19,1,9,3,1,0,0,0,1,0,10,0,2,0,1,1,2,23
"SNX17",25,147,2,307,8,4,5054,1,0,0,1,2,14,33,37,0,11,0,26,0,2,1,4,25,35,10,1,17,1,0,11,5,3,4,5,2,9,17,256,39,73
"SNX18",51,75,138,66,76,6,47,0,0,0,3,40,16,97,17,0,1,0,1,24,13,50,25,215,83,62,59,103,128,121,250,108,74,22,23,25,2,2,2,3,104
"SNX19",142,23,98,26,127,36,0,0,0,7,20,47,1,13,16,0,0,19,0,41,127,896,484,176,30,79,19,137,70,13,827,18,41,10,27,99,0,19,9,410,6
"SNX2",20,6,7,4,58,14,11,0,204,1,149,2,57,97,99,0,0,0,0,2,5,6,11,6,3,2,23,6,22,31,3,4,1620,413,4,3,17,80,98,70,122
"SNX20",18,432,9,619,18,0,3,0,0,0,0,15,0,13,6,0,4,0,0,2,1,3,12,3,55,22,5,22,19,2,0,1,19,8,4,12,5,9,2,0,5
"SNX21",2182,16,29,86,51,2,27,0,2,0,0,83,0,4,2,0,28,0,0,120,35,54,21,44,102,35,85,61,54,555,68,35,10,83,204,206,2,0,0,37,11
"SNX22",12,7,24,18,52,3,1,1,0,0,0,10,0,0,1,0,0,0,0,5,3,0,1,0,6,22,2,0,2,1,1,0,9,28,2,2,2,63,74,6,0
"SNX24",1724,6,1,4,68,0,1,0,0,0,0,12,0,5,6,0,0,1,0,0,8,0,0,0,90,12,7,7,62,10,13,10,4,100,1,0,1,1,0,2,0
"SNX25",1,26,27,1,3,0,3044,0,0,5,32,0,3,2,8,2,0,0,7,7,1,0,1,12,108,5211,182,7,89,14,0,4,804,24,52,251,25,20,119,9,116
"SNX27",78,325,93,76,34,135,98,5,1,8634,0,34,16,59,43,0,32,1,2,51,7,1,214,506,4,6,120,80,573,130,956,379,4,3,1,5,10,16,124,24,240
"SNX29",28,71,127,98,126,22,4,2,3,46,0,47,7,8,4,7,22,7,18,8,63,256,5,6,15,12,41,27,9,4,2,2,515,161,4,15,4,2,5,6,26
"SNX29P1",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,106,2,0,0,0,0,0,0
"SNX29P2",7,0,18,127,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,2,1,0,1,0,0,1,0,0,17,0,0,1,0,1,0,2
"SNX3",781,216,1017,1313,2212,55,8,0,0,4,5,196,135,509,202,0,1360,0,3,973,1213,2497,463,1991,497,444,1627,5485,569,794,3824,1454,942,2653,2433,3321,110,42,9,16,556
"SNX30",14,14,42,56,336,4,3,0,0,0,1,31,6,33,25,0,4,0,0,1,13,37,29,6,8,6,134,6,6,8,5,65,264,5,8,3,2,57,54,34,6
"SNX31",7,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,81,0,0,0,4,10,1,32,0,28,1,15,17,3,0,58,0,0,0,0,0
"SNX32",156,44,342,4,52,0,0,0,1,0,0,14,4,4,1,0,0,0,0,7,23,20,19,1209,15,114,59,27,3,2,14,96,202,4,12,19,0,12,150,420,1
"SNX33",26,52,172,833,205,34,0,0,0,0,1,132,0,0,1,26,0,0,0,50,8,11,5,20,5,22,517,2,84,3,2,3,1,325,6,3003,0,0,88,3,25
"SNX4",2,1,5,1,0,0,12,0,0,7770,0,2,37,115,17,4,0,0,2,1,27,6,2,0,0,3,1,9,0,17,0,0,0,1,0,4,2,46,16,172,43
"SNX5",2,3,2,81,4,10,1438,0,0,114,23,0,58,204,67,0,1,0,3,0,0,27,3,0,8,232,4,3,8,10,1,1,48,1,2,42,7,14,14,20,208
"SNX6",58,0,12,4,11,134,605,0,0,0,11,2,165,458,239,22,2,1,14,2,1,1,18,17,12,4,5,4,40,10,0,10,4,27,0,23,19,45,523,66,387
"SNX7",81,9,111,188,326,0,0,0,0,0,0,161,0,31,15,0,0,0,0,573,4,81,2,5,2631,29,187,199,11,5,279,7,15,228,140,142,0,18,0,15,31
"SNX8",156,24,80,138,20,0,47,0,0,0,0,67,7,1,0,0,0,0,0,4,33,15,204,442,50,10,2,41,13,72,18,1001,18,30,37,1702,1,5,7,0,22
"SNX9",23,3,15,213,53,1203,394,1,28579,659,1746,11,53,102,18,202,76,2,4,2,108,66,155,12,17,130,31,18,147,264,2,8,36,272,127526,323,238,616,951,1142,805
"SOAT1",3,3,3,33,4,21,30,1,3,0,0,1,80,200,51,0,1,49,0,211,3,50,1,0,10,103,5,4,3,2,2,0,5,6,0,5,12,74,5971,110,874
"SOAT2",399,11,5,2,54,0,10,0,0,0,0,21,0,0,0,0,0,0,0,2,0,0,21,2,1,4,2,5,34,19,3,4,0,2,1,57,0,0,0,0,0
"SOBP",77,23,843,162,166,39,0,5,3,1,3,635,2,0,3,7,15,5,6,343,94,28,22,13,667,97,140,104,151,41,38,79,11,28,21,19,3,9,3,2,42
"SOCS1",21,12,38,24,16,80,8,2,0,14,35,13,17,103,47,1,2,0,1,56,21,12,17,6,51,10,285,39,40,41,17,14,81,53,50,2,5,15,121,48,56
"SOCS2",65,166,1737,39,96,1,0,0,0,0,0,6,20,0,49,2,0,1,0,16,40,311,8,36,652,499,82,41,185,23,1,1,9,8,201,47,0,1,2,13,269
"SOCS2-AS1",87,1,0,0,27,4,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,10,0,0,1,0,2,1,1,0,0,0,0,33,1,14,1,0,0,0,0
"SOCS3",32,23,53,145,96,996,154,0,1,68,108,235,65,113,63,0,31,1,40,4,42,4,5,62,16,67,86,70,30,624,0,32,1,29,1,12,12,1315,454,1119,336
"SOCS4",59,66,42,8,0,0,223,0,0,1,0,65,23,36,58,0,0,0,0,0,74,66,10,0,35,189,212,338,45,31,41,345,5,460,1808,36,14,12,130,345,234
"SOCS5",3,1,17,1,5,1,0,0,0,0,1,2,6,0,5,0,0,0,0,16,7,1,3,6,64,2,3,2,137,1,2,2,0,8,5,636,6,34,77,4,243
"SOCS6",48,19,10,290,14,0,1,0,0,0,0,4,1,0,5,0,0,0,1,0,1,1,0,0,3,5,9,1,3,0,1,4,1,0,26,15,0,0,0,0,2
"SOCS7",42,36,161,43,34,0,103,0,0,0,1,38,9,20,7,0,49,0,2,4,21,30,3,0,10,12,8,4,2,56,11,7,6,239,3,114,4,132,25,35,59
"SOD1",0,3,21,20,0,315,940,3,245,138,36,0,74,597,257,10,108,9,70,30,304,4,126,5,32,1835,99,3,11,12,2,1,10,313,239,144,1624,401,105,207,244
"SOD2",315,198,69,531,53,459,232,112,46,107,277,20,2019,311,259,170,2099,201,772,57,121,42,358,21,36,46,16,51,19,47,1564,29,107,310,99,149,942,7280,1500,20635,13804
"SOD3",27,33,109,74,88,2,1,0,1,0,0,135,0,7,0,0,0,0,0,8,15,61,12,74,157,95,18,121,20,9,106,22,5,29,20,7,0,0,0,0,7
"SOGA1",281,448,348,64,298,1322,28,1,6,58,1,141,3,0,1,3,3,1,8,78,24,36,133,42,56,255,18,84,1383,17,36,43,634,1168,117,157,1,11,15,6,20
"SOGA3",92,13,84,127,80,0,55,0,0,0,0,85,0,18,2,0,0,0,0,409,263,688,1791,509,725,389,81,225,417,139,45,214,43,122,394,2438,0,11,3,7,0
"SOHLH1",10,16,144,11,6,0,76,0,16,0,0,37,0,0,0,0,0,0,0,1146,4,5,5,4,787,5,98,38,5,11,13,2,5,1,36,0,0,0,0,0,0
"SOHLH2",0,0,6,18,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,86,36,0,0,0,27,11,0,0,0,0,0,4,1,4,0,0,0,0,0
"SON",128,6,269,127,41,468,1168,246,26,98,253,49,467,831,926,49,2623,44,97,23,2844,5,546,7,25,4,25,28,21,205,3,140,60,4601,48,187,1667,1733,727362,2413,17107
"SORBS1",14,41,69,95,22,0,37,452,0,22,0,14,3,0,0,0,14,72,0,4,13,0,5,113,4,100,15,6,5,22,2,1,0,3,3,5,13,18,61,86,10
"SORBS2",49,27,20,53,478,2,0,0,0,0,0,305,0,0,0,0,1,0,0,31,206,26,11,16,22,6,18,32,124,15,24,84,48,6,39,115,0,5,11,3,0
"SORBS3",519,8,48,83,59,62,2,0,0,0,1,679,7,3,12,0,0,0,6,6,19,80,9,186,12,47,366,171,45,25,14,53,21,3389,7,8,4,2282,78,2539,8
"SORCS1",88,33,60,33,145,0,1,0,0,0,0,10,0,0,1,0,0,0,0,1,228,11,41,1,25,103,61,70,70,17,15,4,704,23,465,35,0,0,1,3,0
"SORCS2",210,94,383,334,397,0,131,0,0,0,0,347,1,0,0,0,0,0,1,72,75,167,870,181,1200,818,104,694,95,1092,369,77,432,71,612,209,0,0,0,2,0
"SORCS3",67,26,594,73,68,41,1,0,0,0,0,54,0,0,0,0,0,0,1,18,30,77,17,121,98,19,28,79,110,20,62,315,30,24,5,47,0,0,0,2,0
"SORCS3-AS1",3,0,10,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,93,0,0,0,48,0,0,0,11,0,0,0
"SORD",4,0,3,0,34,1,6,0,0,0,0,17,1,0,1,0,0,0,0,1,4,12,0,0,4,2,1,39,11,12,0,0,1,2,3,0,0,0,0,0,45
"SORL1",206,708,149,112,1644,146,3069,39790,18,133,270,98,85,56,126,3,85,8,8,29,355,21,444,60,124,47,9,119,251,2598,14,15,821,262,1530,186,35,1010,512,303,152
"SORT1",153,18,133,147,92,47,1,0,1,1,0,23,3,6,2,1,2,1,5,96,42,736,234,365,165,450,444,252,200,427,97,106,6,120,52,66,6,0,7,20,16
"SOS1",29,31,9,7,31,77,15,286,1100,133,12,5,68,47,149,1606,1672,0,6,2,11,1,110,2,5,1,37,4,8,2,8,2,68,8,1,6,110,145,110,297,536
"SOS2",1,21,14,26,17,11753,551,27,3,10058,7,14,164,346,167,0,69,0,1,90,29,10,4,8,100,7,24,58,94,250,2,2,354,12,9,15,61,196,1733,87,296
"SOST",1410,24,38,556,25,0,0,0,1,0,0,168,0,0,0,0,0,0,0,4,14595,14,2,21,953,84,14,16,3,9,6,39,0,15,15,23,0,0,1,0,0
"SOSTDC1",7,2,24,13,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,2,2,0,2,2,2,0,1,14,6,3,0,0,0,25,0,0,0,0,0,0
"SOWAHA",49,18,65,290,160,0,1,1,0,0,0,61,0,0,0,1,0,0,0,464,6,92,13,93,62,82,19,71,22,29,725,77,29,12,347,38,1,1,1,0,0
"SOWAHB",47,2,7,53,32,0,0,0,0,0,0,373,0,0,0,0,0,1,1,9,0,8,5,4,5,15,5,2,80,11,43,7,1,7,3,4,1,0,0,0,0
"SOWAHC",67,165,302,168,183,0,0,0,0,0,0,70,0,0,0,0,1,0,1,4,140,188,43,30,143,35,141,247,155,315,136,75,194,132,684,421,0,4,0,11,45
"SOWAHD",62,8,6,32,33,0,1,0,0,0,0,16,0,2,1,0,0,0,0,15,0,22,29,10,18,10,32,25,180,3,15,4,61,0,2,21,0,0,141,0,0
"SOX1",41,33,34,50,38,2,0,4,3,0,5,224,1,1,2,12,12,5,12,66,19,741,22,110,64,38,13,54,21,135,50,11,135,20,14,9,3,5,7,5,3
"SOX10",226,66,67,280,258,3,0,0,0,0,6,3,0,0,0,0,1,0,0,2,2,60,129,442,23,2,2,6,40,34,28,158,6,3,3,3,0,0,5,0,6
"SOX11",257,108,510,152,177,53,5,0,1,0,0,390,0,0,1,1,2,1,1,257,3533,237,911,170,273,236,71,475,363,197,4090,141,109,176,93,115,0,0,0,0,0
"SOX12",126,20,61,91,1048,141,230,1,1,1,1,11,2,1,1,6,2,2,14,84,9,17,10,468,33,1186,27,66,15,40,24,33,13,43,77,15,17,9,3,13,8
"SOX13",36,19,707,115,97,58,55,0,0,0,12,12,2,0,0,0,0,0,0,11,323,52,7,4,4444,199,18,18,7,488,57,39,10,298,3,24,0,3,0,11,7
"SOX14",30,5,58,7,28,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,2,7,3,7,31,0,147,18,0,107,3,3,3,34,2,1,0,0,0,0,0
